"","this","needs_this","type"
"18888","TSP","maps","suggests"
"18889","TSP","sp","suggests"
"18890","TSP","maptools","suggests"
"18891","TSP","testthat","suggests"
"18892","ucminf","numDeriv","suggests"
"18893","caffsim","R","depends"
"18894","caffsim","mgcv","imports"
"18895","caffsim","dplyr","imports"
"18896","caffsim","tidyr","imports"
"18897","caffsim","tibble","imports"
"18898","caffsim","ggplot2","imports"
"18899","caffsim","shiny","imports"
"18900","caffsim","markdown","imports"
"18901","clinPK","testit","imports"
"18902","clinPK","curl","imports"
"18903","cpk","R","depends"
"18904","dfpk","R","depends"
"18905","dfpk","Rcpp","depends"
"18906","dfpk","rstan","depends"
"18907","dfpk","ggplot2","imports"
"18908","dfpk","dfcrm","imports"
"18909","dfpk","methods","imports"
"18910","dfpk","stats","imports"
"18911","dfpk","graphics","imports"
"18912","dfpk","grDevices","imports"
"18913","dfpk","PK","imports"
"18914","microsamplingDesign","R","depends"
"18915","microsamplingDesign","Rcpp","depends"
"18916","microsamplingDesign","abind","imports"
"18917","microsamplingDesign","deSolve","imports"
"18918","microsamplingDesign","devtools","imports"
"18919","microsamplingDesign","ggplot2","imports"
"18920","microsamplingDesign","gridExtra","imports"
"18921","microsamplingDesign","gtools","imports"
"18922","microsamplingDesign","knitr","imports"
"18923","microsamplingDesign","MASS","imports"
"18924","microsamplingDesign","matrixStats","imports"
"18925","microsamplingDesign","matrixcalc","imports"
"18926","microsamplingDesign","methods","imports"
"18927","microsamplingDesign","parallel","imports"
"18928","microsamplingDesign","plyr","imports"
"18929","microsamplingDesign","readr","imports"
"18930","microsamplingDesign","reshape2","imports"
"18931","microsamplingDesign","shiny","imports"
"18932","microsamplingDesign","stats","imports"
"18933","microsamplingDesign","stringr","imports"
"18934","microsamplingDesign","utils","imports"
"18935","microsamplingDesign","bookdown","suggests"
"18936","microsamplingDesign","data.table","suggests"
"18937","microsamplingDesign","plotly","suggests"
"18938","microsamplingDesign","shinyjs","suggests"
"18939","microsamplingDesign","shinyBS","suggests"
"18940","microsamplingDesign","rmarkdown","suggests"
"18941","microsamplingDesign","rhandsontable","suggests"
"18942","microsamplingDesign","shinycssloaders","suggests"
"18943","microsamplingDesign","testthat","suggests"
"18944","mrgsolve","R","depends"
"18945","mrgsolve","methods","depends"
"18946","mrgsolve","Rcpp","imports"
"18947","mrgsolve","dplyr","imports"
"18948","mrgsolve","magrittr","imports"
"18949","mrgsolve","RcppArmadillo","imports"
"18950","mrgsolve","tibble","imports"
"18951","mrgsolve","rlang","imports"
"18952","mrgsolve","tidyselect","imports"
"18953","mrgsolve","lattice","suggests"
"18954","mrgsolve","testthat","suggests"
"18955","mrgsolve","xml2","suggests"
"18956","mrgsolve","rmarkdown","suggests"
"18957","mrgsolve","yaml","suggests"
"18958","mrgsolve","knitr","suggests"
"18959","ncappc","R","depends"
"18960","ncappc","scales","imports"
"18961","ncappc","gtable","imports"
"18962","ncappc","knitr","imports"
"18963","ncappc","xtable","imports"
"18964","ncappc","reshape2","imports"
"18965","ncappc","dplyr","imports"
"18966","ncappc","Cairo","imports"
"18967","ncappc","readr","imports"
"18968","ncappc","lazyeval","imports"
"18969","ncappc","PopED","imports"
"18970","ncappc","magrittr","imports"
"18971","ncappc","rlang","imports"
"18972","ncappc","purrr","imports"
"18973","ncappc","tibble","imports"
"18974","ncappc","rmarkdown","imports"
"18975","ncappc","tidyr","imports"
"18976","ncappc","ggplot2","imports"
"18977","ncappc","grid","imports"
"18978","ncappc","gridExtra","imports"
"18979","ncappc","grDevices","imports"
"18980","ncappc","stats","imports"
"18981","ncappc","bookdown","imports"
"18982","ncappc","testthat","suggests"
"18983","ncar","R","depends"
"18984","ncar","rtf","depends"
"18985","ncar","NonCompart","depends"
"18986","nmw","R","depends"
"18987","nmw","numDeriv","depends"
"18988","NonCompart","R","depends"
"18989","PharmPow","scatterplot3d","imports"
"18990","PK","R","depends"
"18991","PK","utils","depends"
"18992","PKgraph","R","depends"
"18993","PKgraph","RGtk2","depends"
"18994","PKgraph","gWidgetsRGtk2","depends"
"18995","PKgraph","cairoDevice","depends"
"18996","PKgraph","lattice","depends"
"18997","PKgraph","rggobi","depends"
"18998","PKgraph","ggplot2","depends"
"18999","PKgraph","proto","depends"
"19000","PKgraph","RGtk2","imports"
"19001","PKgraph","gWidgetsRGtk2","imports"
"19002","PKNCA","dplyr","imports"
"19003","PKNCA","digest","imports"
"19004","PKNCA","nlme","imports"
"19005","PKNCA","parallel","imports"
"19006","PKNCA","rlang","imports"
"19007","PKNCA","stats","imports"
"19008","PKNCA","tidyr","imports"
"19009","PKNCA","utils","imports"
"19010","PKNCA","cowplot","suggests"
"19011","PKNCA","ggplot2","suggests"
"19012","PKNCA","knitr","suggests"
"19013","PKNCA","rmarkdown","suggests"
"19014","PKNCA","testthat","suggests"
"19015","PKPDmodels","R","depends"
"19016","PKPDmodels","compiler","imports"
"19017","PKPDmodels","lattice","suggests"
"19018","pkr","R","depends"
"19019","pkr","foreign","depends"
"19020","pkr","binr","depends"
"19021","pkr","forestplot","depends"
"19022","pkr","rtf","depends"
"19023","PKreport","R","depends"
"19024","PKreport","methods","depends"
"19025","PKreport","lattice","depends"
"19026","PKreport","ggplot2","depends"
"19027","pmxTools","grid","imports"
"19028","pmxTools","stats","imports"
"19029","pmxTools","utils","imports"
"19030","pmxTools","MASS","imports"
"19031","pmxTools","XML","imports"
"19032","pmxTools","stringr","imports"
"19033","pmxTools","ggplot2","imports"
"19034","pmxTools","magrittr","imports"
"19035","pmxTools","GGally","imports"
"19036","pmxTools","plyr","imports"
"19037","pmxTools","PKNCA","imports"
"19038","pmxTools","testthat","suggests"
"19039","scaRabee","neldermead","depends"
"19040","scaRabee","lattice","depends"
"19041","scaRabee","grid","depends"
"19042","scaRabee","deSolve","depends"
"19043","scaRabee","utils","depends"
"19044","xpose","R","depends"
"19045","xpose","ggplot2","depends"
"19046","xpose","dplyr","imports"
"19047","xpose","ggforce","imports"
"19048","xpose","grDevices","imports"
"19049","xpose","purrr","imports"
"19050","xpose","readr","imports"
"19051","xpose","rlang","imports"
"19052","xpose","stringr","imports"
"19053","xpose","tibble","imports"
"19054","xpose","tidyr","imports"
"19055","xpose","utils","imports"
"19056","xpose","stats","imports"
"19057","xpose","vpc","imports"
"19058","xpose","gridExtra","suggests"
"19059","xpose","rmarkdown","suggests"
"19060","xpose","knitr","suggests"
"19061","xpose","testthat","suggests"
"19062","xpose","plotly","suggests"
"19063","xpose","webshot","suggests"
"19064","xpose","mvtnorm","suggests"
"19065","adephylo","methods","depends"
"19066","adephylo","ade4","depends"
"19067","adephylo","phylobase","imports"
"19068","adephylo","ape","imports"
"19069","adephylo","adegenet","imports"
"19070","adhoc","R","depends"
"19071","adhoc","ape","depends"
"19072","adhoc","pegas","depends"
"19073","adhoc","polynom","depends"
"19074","adiv","R","depends"
"19075","adiv","ade4","depends"
"19076","adiv","adegraphics","depends"
"19077","adiv","adephylo","depends"
"19078","adiv","ape","depends"
"19079","adiv","phylobase","depends"
"19080","adiv","cluster","imports"
"19081","adiv","methods","imports"
"19082","adiv","rgl","imports"
"19083","adiv","phylosignal","suggests"
"19084","ape","R","depends"
"19085","ape","nlme","imports"
"19086","ape","lattice","imports"
"19087","ape","graphics","imports"
"19088","ape","methods","imports"
"19089","ape","stats","imports"
"19090","ape","tools","imports"
"19091","ape","utils","imports"
"19092","ape","parallel","imports"
"19093","ape","Rcpp","imports"
"19094","ape","gee","suggests"
"19095","ape","expm","suggests"
"19096","ape","igraph","suggests"
"19097","apex","R","depends"
"19098","apex","methods","depends"
"19099","apex","ape","depends"
"19100","apex","phangorn","depends"
"19101","apex","utils","imports"
"19102","apex","graphics","imports"
"19103","apex","stats","imports"
"19104","apex","grDevices","imports"
"19105","apex","adegenet","imports"
"19106","apex","testthat","suggests"
"19107","apex","knitr","suggests"
"19108","apex","rmarkdown","suggests"
"19109","aphid","R","depends"
"19110","aphid","graphics","imports"
"19111","aphid","openssl","imports"
"19112","aphid","kmer","imports"
"19113","aphid","Rcpp","imports"
"19114","aphid","stats","imports"
"19115","aphid","ape","suggests"
"19116","aphid","knitr","suggests"
"19117","aphid","rmarkdown","suggests"
"19118","aphid","testthat","suggests"
"19119","apTreeshape","R","depends"
"19120","apTreeshape","ape","depends"
"19121","apTreeshape","quantreg","imports"
"19122","apTreeshape","cubature","imports"
"19123","apTreeshape","coda","imports"
"19124","apTreeshape","pbapply","imports"
"19125","BAMMtools","ape","depends"
"19126","BAMMtools","R","depends"
"19127","BAMMtools","Rcpp","imports"
"19128","BAMMtools","gplots","imports"
"19129","BAMMtools","methods","imports"
"19130","BAMMtools","parallel","suggests"
"19131","bayou","ape","depends"
"19132","bayou","geiger","depends"
"19133","bayou","R","depends"
"19134","bayou","phytools","depends"
"19135","bayou","coda","depends"
"19136","bayou","Rcpp","imports"
"19137","bayou","MASS","imports"
"19138","bayou","mnormt","imports"
"19139","bayou","fitdistrplus","imports"
"19140","bayou","denstrip","imports"
"19141","bayou","assertthat","imports"
"19142","bayou","foreach","imports"
"19143","bayou","Matrix","imports"
"19144","bayou","graphics","imports"
"19145","bayou","grDevices","imports"
"19146","bayou","stats","imports"
"19147","bayou","doParallel","suggests"
"19148","betapart","ape","imports"
"19149","betapart","fastmatch","imports"
"19150","betapart","geometry","imports"
"19151","betapart","picante","imports"
"19152","betapart","rcdd","imports"
"19153","betapart","doParallel","suggests"
"19154","betapart","foreach","suggests"
"19155","betapart","vegan","suggests"
"19156","BoSSA","R","depends"
"19157","BoSSA","ape","imports"
"19158","BoSSA","RSQLite","imports"
"19159","BoSSA","jsonlite","imports"
"19160","BoSSA","phangorn","imports"
"19161","BoSSA","plotrix","imports"
"19162","BoSSA","prettydoc","suggests"
"19163","BoSSA","knitr","suggests"
"19164","BoSSA","rmarkdown","suggests"
"19165","BoSSA","XML","suggests"
"19166","BoSSA","rentrez","suggests"
"19167","BoSSA","httr","suggests"
"19168","brms","R","depends"
"19169","brms","Rcpp","depends"
"19170","brms","methods","depends"
"19171","brms","rstan","imports"
"19172","brms","ggplot2","imports"
"19173","brms","loo","imports"
"19174","brms","Matrix","imports"
"19175","brms","mgcv","imports"
"19176","brms","rstantools","imports"
"19177","brms","bayesplot","imports"
"19178","brms","shinystan","imports"
"19179","brms","bridgesampling","imports"
"19180","brms","glue","imports"
"19181","brms","matrixStats","imports"
"19182","brms","nleqslv","imports"
"19183","brms","nlme","imports"
"19184","brms","coda","imports"
"19185","brms","abind","imports"
"19186","brms","future","imports"
"19187","brms","stats","imports"
"19188","brms","utils","imports"
"19189","brms","parallel","imports"
"19190","brms","grDevices","imports"
"19191","brms","backports","imports"
"19192","brms","testthat","suggests"
"19193","brms","RWiener","suggests"
"19194","brms","mice","suggests"
"19195","brms","spdep","suggests"
"19196","brms","mnormt","suggests"
"19197","brms","lme4","suggests"
"19198","brms","MCMCglmm","suggests"
"19199","brms","splines2","suggests"
"19200","brms","ape","suggests"
"19201","brms","arm","suggests"
"19202","brms","statmod","suggests"
"19203","brms","digest","suggests"
"19204","brms","R.rsp","suggests"
"19205","brms","knitr","suggests"
"19206","brms","rmarkdown","suggests"
"19207","brranching","R","depends"
"19208","brranching","crul","imports"
"19209","brranching","curl","imports"
"19210","brranching","ape","imports"
"19211","brranching","taxize","imports"
"19212","brranching","phytools","imports"
"19213","brranching","phylocomr","imports"
"19214","brranching","conditionz","imports"
"19215","brranching","testthat","suggests"
"19216","brranching","knitr","suggests"
"19217","caper","R","depends"
"19218","caper","ape","depends"
"19219","caper","MASS","depends"
"19220","caper","mvtnorm","depends"
"19221","caper","stats","imports"
"19222","caper","graphics","imports"
"19223","caper","utils","imports"
"19224","caper","methods","imports"
"19225","caper","xtable","suggests"
"19226","convevol","R","depends"
"19227","convevol","phytools","depends"
"19228","convevol","MASS","depends"
"19229","convevol","ape","depends"
"19230","convevol","cluster","depends"
"19231","convevol","geiger","depends"
"19232","corHMM","ape","depends"
"19233","corHMM","nloptr","depends"
"19234","corHMM","GenSA","depends"
"19235","corHMM","expm","imports"
"19236","corHMM","numDeriv","imports"
"19237","corHMM","corpcor","imports"
"19238","corHMM","nnet","imports"
"19239","corHMM","phangorn","imports"
"19240","corHMM","parallel","imports"
"19241","corHMM","Rmpfr","imports"
"19242","DAMOCLES","R","depends"
"19243","DAMOCLES","geiger","depends"
"19244","DAMOCLES","caper","depends"
"19245","DAMOCLES","ape","depends"
"19246","DAMOCLES","deSolve","depends"
"19247","DAMOCLES","matrixStats","depends"
"19248","DAMOCLES","expm","imports"
"19249","DAMOCLES","picante","imports"
"19250","DDD","R","depends"
"19251","DDD","deSolve","imports"
"19252","DDD","ape","imports"
"19253","DDD","phytools","imports"
"19254","DDD","subplex","imports"
"19255","DDD","Matrix","imports"
"19256","DDD","expm","imports"
"19257","DDD","SparseM","imports"
"19258","DDD","testthat","suggests"
"19259","DDD","testit","suggests"
"19260","dendextend","R","depends"
"19261","dendextend","utils","imports"
"19262","dendextend","stats","imports"
"19263","dendextend","datasets","imports"
"19264","dendextend","magrittr","imports"
"19265","dendextend","ggplot2","imports"
"19266","dendextend","viridis","imports"
"19267","dendextend","knitr","suggests"
"19268","dendextend","rmarkdown","suggests"
"19269","dendextend","testthat","suggests"
"19270","dendextend","seriation","suggests"
"19271","dendextend","colorspace","suggests"
"19272","dendextend","ape","suggests"
"19273","dendextend","profdpm","suggests"
"19274","dendextend","microbenchmark","suggests"
"19275","dendextend","gplots","suggests"
"19276","dendextend","heatmaply","suggests"
"19277","dendextend","d3heatmap","suggests"
"19278","dendextend","dynamicTreeCut","suggests"
"19279","dendextend","pvclust","suggests"
"19280","dendextend","corrplot","suggests"
"19281","dendextend","DendSer","suggests"
"19282","dendextend","MASS","suggests"
"19283","dendextend","cluster","suggests"
"19284","dendextend","fpc","suggests"
"19285","dendextend","circlize","suggests"
"19286","dendextend","covr","suggests"
"19287","dispRity","R","depends"
"19288","dispRity","ape","depends"
"19289","dispRity","stats","depends"
"19290","dispRity","ade4","imports"
"19291","dispRity","Claddis","imports"
"19292","dispRity","geiger","imports"
"19293","dispRity","geometry","imports"
"19294","dispRity","geoscale","imports"
"19295","dispRity","graphics","imports"
"19296","dispRity","grDevices","imports"
"19297","dispRity","methods","imports"
"19298","dispRity","mnormt","imports"
"19299","dispRity","paleotree","imports"
"19300","dispRity","phangorn","imports"
"19301","dispRity","phyclust","imports"
"19302","dispRity","utils","imports"
"19303","dispRity","vegan","imports"
"19304","dispRity","testthat","suggests"
"19305","dispRity","knitr","suggests"
"19306","distory","ape","depends"
"19307","distory","R","depends"
"19308","diversitree","R","depends"
"19309","diversitree","methods","depends"
"19310","diversitree","ape","depends"
"19311","diversitree","deSolve","imports"
"19312","diversitree","graphics","imports"
"19313","diversitree","grDevices","imports"
"19314","diversitree","stats","imports"
"19315","diversitree","subplex","imports"
"19316","diversitree","Rcpp","imports"
"19317","diversitree","numDeriv","suggests"
"19318","diversitree","minqa","suggests"
"19319","diversitree","lubridate","suggests"
"19320","diversitree","expm","suggests"
"19321","diversitree","caper","suggests"
"19322","diversitree","geiger","suggests"
"19323","ecospat","ade4","depends"
"19324","ecospat","ape","depends"
"19325","ecospat","gbm","depends"
"19326","ecospat","sp","depends"
"19327","ecospat","adehabitatHR","imports"
"19328","ecospat","adehabitatMA","imports"
"19329","ecospat","biomod2","imports"
"19330","ecospat","dismo","imports"
"19331","ecospat","ecodist","imports"
"19332","ecospat","maptools","imports"
"19333","ecospat","randomForest","imports"
"19334","ecospat","spatstat","imports"
"19335","ecospat","raster","imports"
"19336","ecospat","rms","imports"
"19337","ecospat","MigClim","imports"
"19338","ecospat","gtools","imports"
"19339","ecospat","PresenceAbsence","imports"
"19340","ecospat","methods","imports"
"19341","ecospat","doParallel","imports"
"19342","ecospat","foreach","imports"
"19343","ecospat","iterators","imports"
"19344","ecospat","parallel","imports"
"19345","ecospat","classInt","imports"
"19346","ecospat","vegan","imports"
"19347","ecospat","poibin","imports"
"19348","ecospat","snowfall","imports"
"19349","ecospat","rgdal","suggests"
"19350","ecospat","rJava","suggests"
"19351","ecospat","XML","suggests"
"19352","ecospat","knitr","suggests"
"19353","ecospat","alphahull","suggests"
"19354","ecospat","rgeos","suggests"
"19355","ecospat","igraph","suggests"
"19356","entropart","ggplot2","depends"
"19357","entropart","ade4","imports"
"19358","entropart","ape","imports"
"19359","entropart","EntropyEstimation","imports"
"19360","entropart","geiger","imports"
"19361","entropart","ggpubr","imports"
"19362","entropart","graphics","imports"
"19363","entropart","grDevices","imports"
"19364","entropart","parallel","imports"
"19365","entropart","reshape2","imports"
"19366","entropart","stats","imports"
"19367","entropart","utils","imports"
"19368","entropart","vegan","imports"
"19369","entropart","testthat","suggests"
"19370","entropart","knitr","suggests"
"19371","entropart","pkgdown","suggests"
"19372","enveomics.R","R","depends"
"19373","enveomics.R","stats","depends"
"19374","enveomics.R","methods","depends"
"19375","enveomics.R","parallel","depends"
"19376","enveomics.R","fitdistrplus","depends"
"19377","enveomics.R","sn","depends"
"19378","enveomics.R","investr","depends"
"19379","enveomics.R","tools","suggests"
"19380","enveomics.R","vegan","suggests"
"19381","enveomics.R","ape","suggests"
"19382","enveomics.R","picante","suggests"
"19383","enveomics.R","gplots","suggests"
"19384","enveomics.R","optparse","suggests"
"19385","evobiR","seqinr","imports"
"19386","evobiR","ape","imports"
"19387","evobiR","geiger","imports"
"19388","evobiR","shiny","imports"
"19389","evobiR","phytools","imports"
"19390","geiger","ape","depends"
"19391","geiger","R","depends"
"19392","geiger","MASS","imports"
"19393","geiger","mvtnorm","imports"
"19394","geiger","subplex","imports"
"19395","geiger","deSolve","imports"
"19396","geiger","digest","imports"
"19397","geiger","Rcpp","imports"
"19398","geiger","coda","imports"
"19399","geiger","ncbit","imports"
"19400","geiger","colorspace","imports"
"19401","geiger","methods","imports"
"19402","geomorph","RRPP","depends"
"19403","geomorph","rgl","depends"
"19404","geomorph","R","depends"
"19405","geomorph","graphics","imports"
"19406","geomorph","grDevices","imports"
"19407","geomorph","stats","imports"
"19408","geomorph","utils","imports"
"19409","geomorph","jpeg","imports"
"19410","geomorph","ape","imports"
"19411","geomorph","knitr","suggests"
"19412","geomorph","rmarkdown","suggests"
"19413","geomorph","testthat","suggests"
"19414","ggmuller","R","depends"
"19415","ggmuller","dplyr","imports"
"19416","ggmuller","ggplot2","imports"
"19417","ggmuller","ape","imports"
"19418","ggmuller","RColorBrewer","suggests"
"19419","ggmuller","knitr","suggests"
"19420","ggmuller","rmarkdown","suggests"
"19421","ggplot2","R","depends"
"19422","ggplot2","digest","imports"
"19423","ggplot2","grDevices","imports"
"19424","ggplot2","grid","imports"
"19425","ggplot2","gtable","imports"
"19426","ggplot2","lazyeval","imports"
"19427","ggplot2","MASS","imports"
"19428","ggplot2","mgcv","imports"
"19429","ggplot2","reshape2","imports"
"19430","ggplot2","rlang","imports"
"19431","ggplot2","scales","imports"
"19432","ggplot2","stats","imports"
"19433","ggplot2","tibble","imports"
"19434","ggplot2","viridisLite","imports"
"19435","ggplot2","withr","imports"
"19436","ggplot2","covr","suggests"
"19437","ggplot2","dplyr","suggests"
"19438","ggplot2","ggplot2movies","suggests"
"19439","ggplot2","hexbin","suggests"
"19440","ggplot2","Hmisc","suggests"
"19441","ggplot2","knitr","suggests"
"19442","ggplot2","lattice","suggests"
"19443","ggplot2","mapproj","suggests"
"19444","ggplot2","maps","suggests"
"19445","ggplot2","maptools","suggests"
"19446","ggplot2","multcomp","suggests"
"19447","ggplot2","munsell","suggests"
"19448","ggplot2","nlme","suggests"
"19449","ggplot2","profvis","suggests"
"19450","ggplot2","quantreg","suggests"
"19451","ggplot2","rgeos","suggests"
"19452","ggplot2","rmarkdown","suggests"
"19453","ggplot2","rpart","suggests"
"19454","ggplot2","sf","suggests"
"19455","ggplot2","svglite","suggests"
"19456","ggplot2","testthat","suggests"
"19457","ggplot2","vdiffr","suggests"
"19458","GUniFrac","vegan","depends"
"19459","GUniFrac","ape","depends"
"19460","GUniFrac","matrixStats","depends"
"19461","GUniFrac","stats","depends"
"19462","GUniFrac","R","depends"
"19463","GUniFrac","ade4","suggests"
"19464","HMPTrees","R","depends"
"19465","HMPTrees","ape","imports"
"19466","HMPTrees","HMP","imports"
"19467","HMPTrees","dirmult","imports"
"19468","HMPTrees","doParallel","imports"
"19469","HMPTrees","foreach","imports"
"19470","HMPTrees","parallel","imports"
"19471","HMPTrees","stats","imports"
"19472","HMPTrees","graphics","imports"
"19473","HyPhy","ape","depends"
"19474","HyPhy","R.utils","depends"
"19475","idendr0","tcltk","imports"
"19476","idendr0","tkrplot","imports"
"19477","idendr0","grDevices","imports"
"19478","idendr0","graphics","imports"
"19479","idendr0","stats","imports"
"19480","idendr0","rggobi","suggests"
"19481","idendr0","DendSer","suggests"
"19482","idendr0","cluster","suggests"
"19483","idendr0","RColorBrewer","suggests"
"19484","idendr0","datasets","suggests"
"19485","ips","R","depends"
"19486","ips","ape","depends"
"19487","ips","phangorn","imports"
"19488","ips","plyr","imports"
"19489","ips","seqinr","imports"
"19490","ips","XML","imports"
"19491","iteRates","partitions","depends"
"19492","iteRates","stats","depends"
"19493","iteRates","VGAM","depends"
"19494","iteRates","MASS","depends"
"19495","iteRates","ape","depends"
"19496","iteRates","apTreeshape","depends"
"19497","iteRates","geiger","depends"
"19498","iteRates","gtools","depends"
"19499","jaatha","R","depends"
"19500","jaatha","assertthat","imports"
"19501","jaatha","R6","imports"
"19502","jaatha","parallel","imports"
"19503","jaatha","stats","imports"
"19504","jaatha","utils","imports"
"19505","jaatha","boot","suggests"
"19506","jaatha","coala","suggests"
"19507","jaatha","knitr","suggests"
"19508","jaatha","rmarkdown","suggests"
"19509","jaatha","testthat","suggests"
"19510","kdetrees","R","depends"
"19511","kdetrees","ape","imports"
"19512","kdetrees","distory","imports"
"19513","kdetrees","ggplot2","imports"
"19514","markophylo","R","depends"
"19515","markophylo","Rcpp","imports"
"19516","markophylo","ape","imports"
"19517","markophylo","numDeriv","imports"
"19518","markophylo","phangorn","imports"
"19519","markophylo","knitr","suggests"
"19520","markophylo","testthat","suggests"
"19521","MCMCglmm","Matrix","depends"
"19522","MCMCglmm","coda","depends"
"19523","MCMCglmm","ape","depends"
"19524","MCMCglmm","corpcor","imports"
"19525","MCMCglmm","tensorA","imports"
"19526","MCMCglmm","cubature","imports"
"19527","MCMCglmm","methods","imports"
"19528","MCMCglmm","rgl","suggests"
"19529","MCMCglmm","combinat","suggests"
"19530","MCMCglmm","mvtnorm","suggests"
"19531","MCMCglmm","orthopolynom","suggests"
"19532","metacoder","R","depends"
"19533","metacoder","taxa","depends"
"19534","metacoder","stringr","imports"
"19535","metacoder","ggplot2","imports"
"19536","metacoder","igraph","imports"
"19537","metacoder","scales","imports"
"19538","metacoder","grid","imports"
"19539","metacoder","taxize","imports"
"19540","metacoder","seqinr","imports"
"19541","metacoder","reshape2","imports"
"19542","metacoder","zoo","imports"
"19543","metacoder","traits","imports"
"19544","metacoder","RColorBrewer","imports"
"19545","metacoder","RCurl","imports"
"19546","metacoder","ape","imports"
"19547","metacoder","reshape","imports"
"19548","metacoder","stats","imports"
"19549","metacoder","grDevices","imports"
"19550","metacoder","utils","imports"
"19551","metacoder","lazyeval","imports"
"19552","metacoder","dplyr","imports"
"19553","metacoder","magrittr","imports"
"19554","metacoder","readr","imports"
"19555","metacoder","rlang","imports"
"19556","metacoder","biomformat","imports"
"19557","metacoder","phylotate","imports"
"19558","metacoder","ggfittext","imports"
"19559","metacoder","vegan","imports"
"19560","metacoder","ggrepel","imports"
"19561","metacoder","cowplot","imports"
"19562","metacoder","GA","imports"
"19563","metacoder","Rcpp","imports"
"19564","metacoder","crayon","imports"
"19565","metacoder","svglite","imports"
"19566","metacoder","viridisLite","imports"
"19567","metacoder","tibble","imports"
"19568","metacoder","knitr","suggests"
"19569","metacoder","rmarkdown","suggests"
"19570","metacoder","testthat","suggests"
"19571","metacoder","zlibbioc","suggests"
"19572","metacoder","BiocManager","suggests"
"19573","metacoder","phyloseq","suggests"
"19574","metafor","R","depends"
"19575","metafor","methods","depends"
"19576","metafor","Matrix","depends"
"19577","metafor","stats","imports"
"19578","metafor","utils","imports"
"19579","metafor","graphics","imports"
"19580","metafor","grDevices","imports"
"19581","metafor","nlme","imports"
"19582","metafor","lme4","suggests"
"19583","metafor","numDeriv","suggests"
"19584","metafor","minqa","suggests"
"19585","metafor","nloptr","suggests"
"19586","metafor","dfoptim","suggests"
"19587","metafor","ucminf","suggests"
"19588","metafor","CompQuadForm","suggests"
"19589","metafor","mvtnorm","suggests"
"19590","metafor","Formula","suggests"
"19591","metafor","BiasedUrn","suggests"
"19592","metafor","Epi","suggests"
"19593","metafor","multcomp","suggests"
"19594","metafor","gsl","suggests"
"19595","metafor","sp","suggests"
"19596","metafor","survival","suggests"
"19597","metafor","boot","suggests"
"19598","metafor","MASS","suggests"
"19599","metafor","crayon","suggests"
"19600","metafor","R.rsp","suggests"
"19601","metafor","testthat","suggests"
"19602","metafor","rmarkdown","suggests"
"19603","MPSEM","R","depends"
"19604","MPSEM","ape","depends"
"19605","MPSEM","MASS","depends"
"19606","MPSEM","knitr","suggests"
"19607","MPSEM","caper","suggests"
"19608","MPSEM","xtable","suggests"
"19609","mvMORPH","R","depends"
"19610","mvMORPH","phytools","depends"
"19611","mvMORPH","ape","depends"
"19612","mvMORPH","corpcor","depends"
"19613","mvMORPH","subplex","depends"
"19614","mvMORPH","stats","imports"
"19615","mvMORPH","spam","imports"
"19616","mvMORPH","graphics","imports"
"19617","mvMORPH","glassoFast","imports"
"19618","mvMORPH","knitr","suggests"
"19619","mvMORPH","car","suggests"
"19620","nodiv","R","depends"
"19621","nodiv","picante","imports"
"19622","nodiv","raster","imports"
"19623","nodiv","ape","imports"
"19624","nodiv","sp","imports"
"19625","nodiv","vegan","imports"
"19626","nodiv","utils","imports"
"19627","nodiv","RColorBrewer","suggests"
"19628","nodiv","parallel","suggests"
"19629","nodiv","testthat","suggests"
"19630","nodiv","colorspace","suggests"
"19631","ouch","R","depends"
"19632","ouch","methods","depends"
"19633","ouch","stats","depends"
"19634","ouch","graphics","depends"
"19635","ouch","subplex","depends"
"19636","ouch","ape","suggests"
"19637","ouch","geiger","suggests"
"19638","outbreaker","R","depends"
"19639","outbreaker","parallel","depends"
"19640","outbreaker","utils","imports"
"19641","outbreaker","graphics","imports"
"19642","outbreaker","ape","imports"
"19643","outbreaker","igraph","imports"
"19644","outbreaker","adegenet","imports"
"19645","OUwie","R","depends"
"19646","OUwie","ape","depends"
"19647","OUwie","nloptr","depends"
"19648","OUwie","lattice","depends"
"19649","OUwie","grDevices","depends"
"19650","OUwie","geiger","depends"
"19651","OUwie","numDeriv","imports"
"19652","OUwie","corpcor","imports"
"19653","OUwie","phytools","imports"
"19654","OUwie","paleotree","imports"
"19655","OUwie","phangorn","imports"
"19656","OUwie","stats","imports"
"19657","OUwie","expm","imports"
"19658","OUwie","corHMM","imports"
"19659","OUwie","Rmpfr","imports"
"19660","OUwie","testthat","suggests"
"19661","paleotree","R","depends"
"19662","paleotree","ape","depends"
"19663","paleotree","phangorn","imports"
"19664","paleotree","stats","imports"
"19665","paleotree","phytools","imports"
"19666","paleotree","jsonlite","imports"
"19667","paleotree","graphics","imports"
"19668","paleotree","grDevices","imports"
"19669","paleotree","methods","imports"
"19670","paleotree","png","imports"
"19671","paleotree","RCurl","imports"
"19672","paleotree","utils","imports"
"19673","paleotree","testthat","suggests"
"19674","paleoTS","R","depends"
"19675","paleoTS","mnormt","imports"
"19676","paleoTS","foreach","imports"
"19677","paleoTS","iterators","imports"
"19678","paleoTS","parallel","imports"
"19679","paleoTS","doParallel","imports"
"19680","paleoTS","knitr","suggests"
